{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Solar;SFH_RENO;MFH_RENO
2559;0.00014704;6.65E-05;0.000213821;0.000114155;0.58550249;0.32246706;0.50603412;0.420750891;0.012072216;0.004739603;-0.010720587
2560;0.000139392;6.31E-05;0.00022322;0.000114155;0.423872039;0.357642694;0.48933235;0.420598189;0.002523048;0.013415949;0.075725294
2561;0.000131936;6.31E-05;0.00022322;0.000114155;0.290076238;0.434599692;0.588388093;0.420483663;0;0.033247075;0.075407418
2562;0.000135049;6.65E-05;0.000164478;0.000114155;0.167484602;0.470407836;0.666529767;0.420330961;0;0.06910223;0.087578186
2563;0.000138009;7.31E-05;0.000117484;0.000114155;0.056393782;0.411403907;0.730026678;0.420187803;0;0.092418908;0.212059161
2564;0.000131821;7.98E-05;8.81E-05;0.000114155;0.004778146;0.299620939;0.790006318;0.420035101;0;0.132570411;0.232817011
2565;0.000128324;9.31E-05;5.87E-05;0.000114155;0;0.295088685;0.808371946;0.419891943;0;0.168036335;0.193945318
2566;0.000129861;0.000106345;3.76E-05;0.000114155;0;0.345825427;0.783621174;0.419767873;0;0.195723249;0.209521563
2567;0.000134165;0.0001213;2.35E-05;0.000114155;0;0.397693562;0.714156838;0.419624715;0;0.226999654;0.233056239
2568;0.00012475;0.00013127;9.40E-06;0.000114155;0;0.404695727;0.599782365;0.419472013;0;0.287561185;0.25603228
2569;9.65E-05;0.000149548;5.87E-06;0.000114155;0;0.341486936;0.492424881;0.419281136;0;0.223237128;0.274574432
2570;7.46E-05;0.000169488;2.35E-06;0.000114155;0;0.31585242;0.46010952;0.419032995;0;0.245390269;0.293168234
2571;6.19E-05;0.000179457;1.17E-06;0.000114155;0;0.297146573;0.354278995;0.418784855;0;0.247691984;0.309207118
2572;5.53E-05;0.000189427;1.41E-05;0.000114155;0;0.286420611;0.344853974;0.418517626;0;0.255882717;0.323094611
2573;5.75E-05;0.000196074;3.76E-05;0.000114155;0;0.258057835;0.301986801;0.418269486;0;0.264870701;0.321758323
2574;7.18E-05;0.000197736;9.40E-05;0.000114155;0.000307797;0.22896678;0.287819433;0.418002258;0;0.320710161;0.328865189
2575;0.000102651;0.000184442;0.0001821;0.000114155;0.052330686;0.2048445;0.311639989;0.417754117;0.014827028;0.355597572;0.324840778
2576;0.000118562;0.000169488;0.000158603;0.000114155;0.205250216;0.138003225;0.318137461;0.417515521;0.051681709;0.33691877;0.294069291
2577;0.000135549;0.000156194;0.000146855;0.000114155;0.397667257;0.101843191;0.297290087;0.417248292;0.060135049;0.308054182;0.313755486
2578;0.000154304;0.000142901;0.000164478;0.000114155;0.567154684;0.193722105;0.243130441;0.417000152;0.073520052;0.242685135;0.275621655
2579;0.000160261;0.000127947;0.000187974;0.000114155;0.69037649;0.330847832;0.252685341;0.416732923;0.087074512;0.122353163;0.27394893
2580;0.000166448;0.000116315;0.000206772;0.000114155;0.746333868;0.40134609;0.252485257;0.416484783;0.072359239;0.054434165;0.24508406
2581;0.00016272;0.000109668;0.000187974;0.000114155;0.767541874;0.416490722;0.303334737;0.416236642;0.054500015;0;0.227416359
2582;0.000153074;0.000104684;0.000190324;0.000114155;0.762677991;0.387767147;0.255040719;0.415969414;0.06165361;0;0.181464594
2583;0.00014435;0.000108007;0.000213821;0.000114155;0.69567249;0.37818594;0.33595549;0.415721274;0.049690892;0;0.184157469
2584;0.000138585;0.000108007;0.00022322;0.000114155;0.582593419;0.37922602;0.383873912;0.415454045;0.020289323;0;0.193036415
2585;0.000128939;0.000112992;0.00022322;0.000114155;0.422110135;0.371885328;0.598989048;0.415205905;0.020974417;-0.003913971;0.192449328
2586;0.000134473;0.000122962;0.000164478;0.000114155;0.23506883;0.350373271;0.657676917;0.414967308;0;0.027591622;0.120981542
2587;0.000130245;0.000134593;0.000117484;0.000114155;0.076369741;0.317854629;0.709418001;0.414690536;0;0.04997279;0.234395208
2588;0.000119792;0.000146225;8.81E-05;0.000114155;0.006510042;0.301763459;0.731486942;0.414451939;0;0.090756927;0.252041591
2589;0.000113797;0.000161179;5.87E-05;0.000114155;0;0.284912829;0.757518955;0.414184711;0;0.126010347;0.177365779
2590;0.000120253;0.000177796;3.76E-05;0.000114155;0;0.328348968;0.683747543;0.413936571;0;0.153275264;0.203781598
2591;0.000127209;0.000192751;2.35E-05;0.000114155;0;0.368555737;0.768864083;0.41368843;0;0.184329616;0.224709544
2592;0.00012229;0.000207705;9.40E-06;0.000114155;0;0.394586685;0.670257652;0.413421202;0;0.225851312;0.243373961
2593;9.24E-05;0.000219337;5.87E-06;0.000114155;0;0.340669571;0.462935271;0.413173061;0;0.258466592;0.262847007
2594;6.74E-05;0.000225983;2.35E-06;0.000114155;0;0.267135705;0.358975709;0.412905833;0;0.313521084;0.287752126
2595;5.30E-05;0.000229307;1.17E-06;0.000114155;0;0.206822211;0.308473743;0.412657693;0;0.311255799;0.310584272
2596;4.58E-05;0.000234292;1.41E-05;0.000114155;0;0.186432638;0.258445661;0.412419096;0;0.286454915;0.32444309
2597;4.83E-05;0.000237615;3.76E-05;0.000114155;0;0.197387997;0.195970233;0.412142324;0;0.259964243;0.325505952
2598;4.92E-05;0.000237615;9.40E-05;0.000114155;0.000492133;0.178726693;0.156985397;0.411903727;0;0.302668673;0.336058996
2599;5.09E-05;0.000224322;0.0001821;0.000114155;0.042369713;0.113967804;0.148413367;0.411626955;0.006809418;0.310275898;0.330957686
2600;5.90E-05;0.000207705;0.000158603;0.000114155;0.176549618;0.067349066;0.093572732;0.411388358;0.018072008;0.280568202;0.30096601
2601;7.84E-05;0.000187766;0.000146855;0.000114155;0.337266108;0.027280381;0.051639287;0.411140218;0.047280296;0.253668615;0.308745523
2602;9.63E-05;0.000172811;0.000164478;0.000114155;0.467695859;0.019948597;0.033438641;0.41087299;0.044018434;0.173052791;0.270503543
2603;0.000103843;0.000154533;0.000187974;0.000114155;0.622125225;0.031102173;0.026361977;0.410624849;0.070150619;0.045424693;0.258498483
2604;0.000119446;0.00014124;0.000206772;0.000114155;0.70796209;0.043371551;0.015743471;0.410357621;0.06667787;0;0.22264704
2605;0.000118216;0.000132931;0.000187974;0.000114155;0.730517031;0.043182243;0.002471216;0.41010948;0.047348326;0;0.200008556
2606;0.000106072;0.000126285;0.000190324;0.000114155;0.695807098;0.05596164;0.002471216;0.409870884;0.060595813;0;0.153333515
2607;9.45E-05;0.000122962;0.000213821;0.000114155;0.633830953;0.075273272;0.002471216;0.409594111;0.06296334;0;0.116810649
2608;9.00E-05;0.0001213;0.00022322;0.000114155;0.55570874;0.087547104;0.002471216;0.409355515;0.056833848;-0.00388727;0.104841256
2609;8.68E-05;0.000127947;0.00022322;0.000114155;0.411512991;0.099903342;0.002471216;0.409078743;0.022446163;0;0.04728495
2610;9.00E-05;0.000137916;0.000164478;0.000114155;0.232615883;0.134882985;0.006781803;0.408840146;0.011076947;-0.002572279;0.030130875
2611;9.19E-05;0.000149548;0.000117484;0.000114155;0.078309121;0.187299;0.03047599;0.408592005;0;0;0.145007801
2612;8.75E-05;0.000162841;8.81E-05;0.000114155;0.007955574;0.197274412;0.05631494;0.408324777;0;0.037215792;0.211726289
2613;8.45E-05;0.000171149;5.87E-05;0.000114155;0;0.290124364;0.09733572;0.408076637;0;0.079954222;0.171372564
2614;9.51E-05;0.000179457;3.76E-05;0.000114155;0;0.361970049;0.132820837;0.407809408;0;0.111211331;0.186478652
2615;9.39E-05;0.000187766;2.35E-05;0.000114155;0;0.332576102;0.191189273;0.407561268;0;0.146428915;0.207245026
2616;8.83E-05;0.000196074;9.40E-06;0.000114155;0;0.284799245;0.224136479;0.407313127;0;0.189615365;0.229770758
2617;6.35E-05;0.000199397;5.87E-06;0.000114155;0;0.259527755;0.178338248;0.407045899;0;0.220540259;0.248930768
2618;4.28E-05;0.00020272;2.35E-06;0.000114155;0;0.324752118;0.193793878;0.406807302;0;0.244531588;0.266804926
2619;2.89E-05;0.000204382;1.17E-06;0.000114155;0;0.310349128;0.232901573;0.40653053;0;0.277751094;0.285183994
2620;2.35E-05;0.000206044;1.41E-05;0.000114155;0;0.239140409;0.177766077;0.406291934;0;0.342798252;0.300807191
2621;1.86E-05;0.000206044;3.76E-05;0.000114155;0;0.204652965;0.187443836;0.406043793;0;0.221567349;0.300626694
2622;2.20E-05;0.00020272;9.40E-05;0.000114155;0.000971405;0.185303472;0.218214687;0.405776565;0;0.240760811;0.30625744
2623;2.82E-05;0.000199397;0.0001821;0.000114155;0.053924544;0.130110199;0.192361696;0.405528424;0;0.232650165;0.297002219
2624;3.09E-05;0.000161179;0.000158603;0.000114155;0.191659979;0.09487666;0.203113592;0.405261196;0.179491091;0.187984468;0.268290122
2625;4.69E-05;0.000154533;0.000146855;0.000114155;0.363703239;0.041066449;0.168983432;0.405013056;0;0.144378574;0.261863033
2626;6.63E-05;0.000157856;0.000164478;0.000114155;0.523059077;0.018102289;0.137064729;0.404764915;0;0.038464872;0.213744975
2627;7.19E-05;0.000162841;0.000187974;0.000114155;0.647056806;0.05643825;0.166406908;0.404497687;0;0;0.187595522
2628;8.17E-05;0.000156194;0.000206772;0.000114155;0.722153347;0.082279891;0.144067678;0.404249546;0;0;0.139720739
2629;9.19E-05;0.000147886;0.000187974;0.000114155;0.755074797;0.106134912;0.187563184;0.403982318;0.004719217;0;0.101411712
2630;7.94E-05;0.000132931;0.000190324;0.000114155;0.741934682;0.133622418;0.342309042;0.403743721;0.083562609;0;-0.088494103
2631;6.49E-05;0.000109668;0.000213821;0.000114155;0.680769613;0.162452896;0.48314027;0.403466949;0.399171948;0;-0.00281351
2632;5.21E-05;8.64E-05;0.00022322;0.000114155;0.574369487;0.17554632;0.502162314;0.403228353;0.772001999;0;0
2633;4.90E-05;7.15E-05;0.00022322;0.000114155;0.418956713;0.180561866;0.435414912;0.402980212;0.789714866;0;0
2634;5.40E-05;6.81E-05;0.000164478;0.000114155;0.235520666;0.188882504;0.380672564;0.402712984;0.611447883;0;0
2635;5.87E-05;7.64E-05;0.000117484;0.000114155;0.080041874;0.19472655;0.436861135;0.402464843;0.281056126;0;0
2636;6.68E-05;8.97E-05;8.81E-05;0.000114155;0.008543733;0.20579104;0.377074558;0.402197615;0;-0.006068913;0
2637;6.94E-05;0.000108007;5.87E-05;0.000114155;0;0.248995555;0.333263128;0.401949475;0;0.023924065;0.093610546
2638;8.04E-05;0.000126285;3.76E-05;0.000114155;0;0.230481243;0.309614575;0.401701334;0;0.057332273;0.111833776
2639;8.22E-05;0.000144563;2.35E-05;0.000114155;0;0.255091269;0.211724235;0.401434106;0;0.092565338;0.134424537
2640;7.61E-05;0.000162841;9.40E-06;0.000114155;0;0.207514855;0.33764392;0.401185965;0;0.135579336;0.152580339
2641;4.85E-05;0.000184442;5.87E-06;0.000114155;0;0.212167375;0.373887251;0.400918737;0;0.167425591;0.173566649
2642;3.34E-05;0.000209367;2.35E-06;0.000114155;0;0.22543229;0.239679865;0.40068014;0;0.192363574;0.195214004
2643;2.22E-05;0.000220999;1.17E-06;0.000114155;0;0.174096445;0.184017832;0.400432;0;0.21369942;0.216308346
2644;1.47E-05;0.000234292;1.41E-05;0.000114155;0;0.120947698;0.164356922;0.400164772;0;0.233227194;0.236859865
2645;1.50E-05;0.000244262;3.76E-05;0.000114155;0;0.12660689;0.192112468;0.399916631;0;0.243299793;0.250166831
2646;2.11E-05;0.0002426;9.40E-05;0.000114155;0.001968531;0.105863199;0.214125246;0.399649403;0;0.210662632;0.257154646
2647;2.64E-05;0.00022266;0.0001821;0.000114155;0.060394289;0.065162003;0.26474656;0.399401262;0.105060899;0.139271971;0.240384126
2648;2.80E-05;0.000196074;0.000158603;0.000114155;0.207312201;0.034563166;0.268421792;0.399153122;0.259140251;0.06423873;0.18790631
2649;4.08E-05;0.000171149;0.000146855;0.000114155;0.39527604;0.011897444;0.194165965;0.398885893;0.360005255;0.026209229;0.191878342
2650;5.88E-05;0.000144563;0.000164478;0.000114155;0.558945327;0.007730443;0.17977043;0.398637753;0.421140834;0;0.225885801
2651;7.39E-05;0.0001213;0.000187974;0.000114155;0.672397355;0.01841409;0.25266428;0.398370525;0.435233947;0;0.143552654
2652;8.12E-05;0.000103022;0.000206772;0.000114155;0.743913501;0.029630026;0.284105588;0.398122384;0.396481371;0;0.065428824
2653;8.20E-05;8.81E-05;0.000187974;0.000114155;0.768073446;0.042044169;0.398855659;0.397883787;0.386120105;0;0.086985945
2654;7.44E-05;7.98E-05;0.000190324;0.000114155;0.75040811;0.06084801;0.511408312;0.397616559;0.34952469;0;0
2655;6.67E-05;7.31E-05;0.000213821;0.000114155;0.689912651;0.079159651;0.402264111;0.397368419;0.478357405;0;0
2656;6.33E-05;7.48E-05;0.00022322;0.000114155;0.580347957;0.130624671;0.253717355;0.39710119;0.283562419;0;0
2657;6.22E-05;8.14E-05;0.00022322;0.000114155;0.425484759;0.194051723;0.257234625;0.39685305;0.450110887;0;0
2658;7.68E-05;9.64E-05;0.000164478;0.000114155;0.242137879;0.230274118;0.293330525;0.396604909;0.209305624;-0.003025489;0
2659;8.68E-05;0.000114653;0.000117484;0.000114155;0.081568;0.263175829;0.39157189;0.396337681;0.175260973;0;0
2660;8.53E-05;0.000136255;8.81E-05;0.000114155;0.008097041;0.26703771;0.403913929;0.396089541;0;-0.003051994;0
2661;8.78E-05;0.000157856;5.87E-05;0.000114155;0;0.30359195;0.443569222;0.395822312;0;0.009003223;0.159547487
2662;8.99E-05;0.000181119;3.76E-05;0.000114155;0;0.29772786;0.434881354;0.395574172;0;0.032265904;0.11962156
2663;9.62E-05;0.000204382;2.35E-05;0.000114155;0;0.300220043;0.346619629;0.395335575;0;0.05974421;0.130579219
2664;8.40E-05;0.000225983;9.40E-06;0.000114155;0;0.264794968;0.384193345;0.395058803;0;0.096536407;0.148441824
2665;5.60E-05;0.000239277;5.87E-06;0.000114155;0;0.251432059;0.420047037;0.394820206;0;0.124007116;0.167281478
2666;3.80E-05;0.00025257;2.35E-06;0.000114155;0;0.264002102;0.355311008;0.394552978;0;0.145030565;0.18552988
2667;2.79E-05;0.000260878;1.17E-06;0.000114155;0;0.255115767;0.274684078;0.394304838;0;0.162842027;0.201739447
2668;2.63E-05;0.000269186;1.41E-05;0.000114155;0;0.222098244;0.209326734;0.394056697;0;0.176869307;0.217460828
2669;3.15E-05;0.000274171;3.76E-05;0.000114155;0;0.195898032;0.208947627;0.393789469;0;0.184969341;0.222324367
2670;5.30E-05;0.000270848;9.40E-05;0.000114155;0.002326056;0.184430428;0.114423617;0.393541328;0;0.16923402;0.222601055
2671;9.54E-05;0.000239277;0.0001821;0.000114155;0.054661029;0.162386081;0.077183375;0.3932741;0.114056478;0.140637511;0.218739479
2672;0.000125557;0.000201059;0.000158603;0.000114155;0.19015786;0.097279757;0.145387532;0.39302596;0.439612257;0.100045996;0.219421606
2673;0.00014631;0.000161179;0.000146855;0.000114155;0.329322537;0.062097442;0.245959702;0.392787363;0.585209934;0.094219676;0.214274298
2674;0.000161529;0.0001213;0.000164478;0.000114155;0.339832229;0.094406731;0.365181831;0.392510591;0.494998681;0.022029753;0.183023183
2675;0.000164027;8.64E-05;0.000187974;0.000114155;0.354885146;0.1277561;0.320699944;0.392271994;0.451010698;0;0.090604961
2676;0.000165756;5.48E-05;0.000206772;0.000114155;0.422921211;0.148958584;0.211267902;0.391995222;0.502569503;0;0.0542083
2677;0.000152036;3.16E-05;0.000187974;0.000114155;0.503166283;0.147994227;0.152144763;0.391756625;0.586703542;0;0.05080879
2678;0.000154457;1.50E-05;0.000190324;0.000114155;0.543802386;0.152573251;0.136629458;0.391508485;0.655332902;0;0
2679;0.000157993;6.65E-06;0.000213821;0.000114155;0.554603585;0.140967564;0.152221988;0.391241257;0.731780065;0;0
2680;0.000155034;4.98E-06;0.00022322;0.000114155;0.493832908;0.135894112;0.196949593;0.390993116;0.752804957;0;0
2681;0.000145964;1.50E-05;0.00022322;0.000114155;0.380450327;0.139562231;0.103664701;0.390725888;0.712992094;0;0
2682;0.0001485;3.49E-05;0.000164478;0.000114155;0.22970424;0.143731459;0.235130581;0.390477747;0.580744187;-0.012952921;0
2683;0.000141736;6.31E-05;0.000117484;0.000114155;0.083822894;0.146651255;0.201347936;0.390239151;0.337781365;0;0
2684;0.000130322;9.31E-05;8.81E-05;0.000114155;0.00938396;0.148914041;0.207940185;0.389962378;0;-0.003345951;0
2685;0.000120099;0.000108007;5.87E-05;0.000114155;0;0.187956009;0.218611345;0.389723782;0;0.022221739;0.219508376
2686;0.000127286;0.0001213;3.76E-05;0.000114155;0;0.199370162;0.228218899;0.38944701;0;0.044405815;0.193436418
2687;0.000128977;0.000136255;2.35E-05;0.000114155;0;0.19755726;0.197907891;0.389208413;0;0.070551413;0.171866051
2688;0.00011176;0.000149548;9.40E-06;0.000114155;0;0.193971546;0.171047459;0.388960272;0;0.104909909;0.188098425
2689;8.72E-05;0.000154533;5.87E-06;0.000114155;0;0.193878006;0.149940326;0.388693044;0;0.128641146;0.202234938
2690;6.72E-05;0.000159518;2.35E-06;0.000114155;0;0.162624386;0.120296265;0.388444904;0;0.14657704;0.214897959
2691;5.28E-05;0.000161179;1.17E-06;0.000114155;0;0.141321681;0.081623842;0.388177675;0;0.163648513;0.227057091
2692;5.10E-05;0.000162841;1.41E-05;0.000114155;0;0.126248319;0.069162454;0.387929535;0;0.179805135;0.241211145
2693;5.37E-05;0.000162841;3.76E-05;0.000114155;0;0.073783307;0.034737433;0.387662307;0;0.193178794;0.243862836
2694;7.46E-05;0.000161179;9.40E-05;0.000114155;0.002528396;0.049981737;0.022637602;0.387414166;0;0.167823669;0.250975829
2695;0.000108916;0.00015121;0.0001821;0.000114155;0.058730126;0.04266109;0.011499579;0.387175569;0;0.1156844;0.247341357
2696;0.000135818;0.000142901;0.000158603;0.000114155;0.173136412;0.012574498;0.009856782;0.386898797;0;0.05741769;0.249992013
2697;0.000148231;0.000137916;0.000146855;0.000114155;0.293762946;0.001786176;0.009393429;0.386660201;0;0.024386952;0.266341292
2698;0.000158531;0.000136255;0.000164478;0.000114155;0.454917555;0.000721597;0.008213985;0.386383429;0;0;0.2554275
2699;0.000163912;0.000126285;0.000187974;0.000114155;0.634528856;0.000438749;0.008213985;0.386144832;0;0;0.242743963
2700;0.000169984;0.000114653;0.000206772;0.000114155;0.722916409;0.000478838;0.008213985;0.385896691;0.008762623;0;0.206326079
2701;0.000164334;9.80E-05;0.000187974;0.000114155;0.740327105;0.000639193;0.008213985;0.385629463;0.064940974;0;0.187860558
2702;0.000165334;7.15E-05;0.000190324;0.000114155;0.725287049;0.001200435;0.008213985;0.385381323;0.250639153;0;0.096518668
2703;0.000162836;4.49E-05;0.000213821;0.000114155;0.666294566;0.004046735;0.008213985;0.385114094;0.484354352;-0.011781361;0.076074651
2704;0.000157378;2.82E-05;0.00022322;0.000114155;0.556293469;0.005362981;0.008213985;0.384865954;0.53331613;-0.014086058;0.113399722
2705;0.000154611;1.83E-05;0.00022322;0.000114155;0.401199638;0.006774995;0.008213985;0.384617813;0.639024166;-0.001408566;0.063869694
2706;0.000146502;1.50E-05;0.000164478;0.000114155;0.226287604;0.006100168;0.008213985;0.384350585;0.563978336;0.027606204;0.086729301
2707;0.000142544;2.16E-05;0.000117484;0.000114155;0.082309629;0.008291686;0.008213985;0.384111988;0.315871995;0.02250123;0.154578989
2708;0.00013136;3.49E-05;8.81E-05;0.000114155;0.009973833;0.02351204;0.008213985;0.383835216;0;0.050953073;0.173825437
2709;0.000124634;5.98E-05;5.87E-05;0.000114155;0;0.029503078;0.008213985;0.38359662;0;0.066639596;0.196164279
2710;0.000133243;8.64E-05;3.76E-05;0.000114155;0;0.028643397;0.008213985;0.383348479;0;0.075219221;0.193813419
2711;0.00013086;0.00011133;2.35E-05;0.000114155;0;0.026235846;0.008213985;0.383081251;0;0.092018084;0.199280621
2712;0.000114219;0.000137916;9.40E-06;0.000114155;0;0.030665651;0.008213985;0.38283311;0;0.123390654;0.209028198
2713;8.43E-05;0.000167826;5.87E-06;0.000114155;0;0.025703557;0.008213985;0.382565882;0;0.149447938;0.221024411
2714;6.53E-05;0.00020272;2.35E-06;0.000114155;0;0.036545331;0.008213985;0.382317741;0;0.207756847;0.235591074
2715;5.45E-05;0.000220999;1.17E-06;0.000114155;0;0.033821525;0.008213985;0.382069601;0;0.263256596;0.248634505
2716;4.85E-05;0.000239277;1.41E-05;0.000114155;0;0.037115482;0.008213985;0.381802373;0;0.312458024;0.260345675
2717;5.25E-05;0.00025257;3.76E-05;0.000114155;0;0.050625384;0.008213985;0.381554232;0;0.351242569;0.265054769
2718;6.92E-05;0.000250908;9.40E-05;0.000114155;0.003071971;0.079509314;0.008213985;0.381287004;0;0.341148396;0.272206599
2719;0.000105342;0.00022266;0.0001821;0.000114155;0.066083824;0.107406616;0.008213985;0.381048407;0.130677035;0.326302705;0.280300599
2720;0.00013478;0.000191089;0.000158603;0.000114155;0.211737109;0.124375284;0.008213985;0.380800267;0.468952963;0.269230694;0.31252131
2721;0.000152805;0.000156194;0.000146855;0.000114155;0.39328436;0.057068534;0.008213985;0.380533038;0.673946381;0.21183832;0.33344524
2722;0.000161683;0.000124623;0.000164478;0.000114155;0.550098941;0.036335979;0.014062061;0.380284898;0.766311742;0.243080188;0.339526833
2723;0.000163105;9.47E-05;0.000187974;0.000114155;0.659858259;0.055988365;0.018902696;0.38001767;0.813985736;0.262371272;0.354599139
2724;0.000166717;6.98E-05;0.000206772;0.000114155;0.71727403;0.076961452;0.009856782;0.379769529;0.806208276;0.270495464;0.35200122
2725;0.000153535;4.98E-05;0.000187974;0.000114155;0.722986714;0.08644021;0.01728096;0.379521389;0.801634024;0.222011026;0.350945177
2726;0.000151575;3.82E-05;0.000190324;0.000114155;0.670220482;0.11068721;0.045836844;0.37925416;0.758479969;0.177468967;0.341385459
2727;0.000145387;3.32E-05;0.000213821;0.000114155;0.578345131;0.157481893;0.076572592;0.37900602;0.720517986;0.148884597;0.336039335
2728;0.000145772;3.32E-05;0.00022322;0.000114155;0.409405565;0.161942878;0.21361977;0.378738792;0.577581457;0.130837011;0.336535282
2729;0.000146195;4.49E-05;0.00022322;0.000114155;0.258439133;0.128869676;0.664430637;0.378490651;0.449515685;0.12792822;0.329921113
2730;0.000157647;6.31E-05;0.000164478;0.000114155;0.146515803;0.133907493;0.900912665;0.378252054;0.338667676;0.147635678;0.32465871
2731;0.00014973;8.97E-05;0.000117484;0.000114155;0.062200776;0.152544298;0.871163297;0.377984826;0.218312528;0.154063921;0.335220252
2732;0.000135818;0.000117977;8.81E-05;0.000114155;0.007785814;0.218131687;0.860197276;0.377736686;0;0.188070936;0.35076044
2733;0.000127517;0.000137916;5.87E-05;0.000114155;0;0.183047367;0.886267902;0.377469457;0;0.218825797;0.333998228
2734;0.000129707;0.000159518;3.76E-05;0.000114155;0;0.193356852;0.795489329;0.377221317;0;0.239704661;0.317037882
2735;0.000128554;0.000181119;2.35E-05;0.000114155;0;0.17751735;0.645563044;0.376973176;0;0.307038563;0.304143339
2736;0.000111606;0.000201059;9.40E-06;0.000114155;0;0.094083794;0.662668492;0.376705948;0;0.260176104;0.295398519
2737;8.42E-05;0.000204382;5.87E-06;0.000114155;0;0.076106226;0.457922634;0.376801387;0;0.279574377;0.286717713
2738;6.29E-05;0.000209367;2.35E-06;0.000114155;0;0.086168497;0.35716091;0.377488545;0;0.275533706;0.286096631
2739;5.31E-05;0.00021269;1.17E-06;0.000114155;0;0.099034752;0.448444959;0.378175703;0;0.282921166;0.296638139
2740;4.86E-05;0.000216014;1.41E-05;0.000114155;0;0.095927876;0.338096742;0.378862862;0;0.310021157;0.303680656
2741;5.17E-05;0.000217675;3.76E-05;0.000114155;0;0.069761071;0.291133109;0.37955002;0;0.310741417;0.309346941
2742;6.82E-05;0.000209367;9.40E-05;0.000114155;0.000543575;0.08386785;0.287861556;0.380256266;0;0.388398635;0.314081533
2743;0.000103036;0.000169488;0.0001821;0.000114155;0.025998155;0.120419863;0.272209351;0.380943425;0.059585834;0.426929836;0.31709145
2744;0.000132667;0.000132931;0.000158603;0.000114155;0.077889008;0.148321619;0.299455911;0.381630583;0.141592045;0.401974224;0.422481484
2745;0.000147194;9.97E-05;0.000146855;0.000114155;0.142987709;0.142114547;0.276484836;0.382317741;0.191005969;0.367591096;0.416936847
2746;0.000157993;6.15E-05;0.000164478;0.000114155;0.191134409;0.149611139;0.297820135;0.3830049;0.214552679;0.300410884;0.343764701
2747;0.000162759;1.50E-05;0.000187974;0.000114155;0.221051621;0.174541875;0.415276608;0.383692058;0.221608426;0.17888953;0.308251849
2748;0.00016737;1.66E-06;0.000206772;0.000114155;0.230230668;0.206214199;0.465273097;0.384379217;0.105931736;0.100980406;0.302736456
2749;0.000158339;0;0.000187974;0.000114155;0.233234907;0.208252042;0.550028082;0.385066375;0.089268145;0.017039295;0.280058914
2750;0.000159031;0;0.000190324;0.000114155;0.236590669;0.244605839;0.647532294;0.385753533;0.105200729;0;0.241085641
2751;0.000147578;0;0.000213821;0.000114155;0.24805719;0.27846968;0.716750913;0.386431148;0.113382364;0;0.205158863
2752;0.000140699;0;0.00022322;0.000114155;0.303432411;0.255367435;0.69382547;0.387118306;0.129692885;0;0.18308118
2753;0.000141736;3.32E-06;0.00022322;0.000114155;0.26454278;0.200060579;0.692214266;0.387805465;0.131800673;0;0.151036378
2754;0.000141275;2.49E-05;0.000164478;0.000114155;0.196846235;0.137036641;0.751790227;0.388492623;0.080050802;0.013279053;0.11532215
2755;0.000131321;4.82E-05;0.000117484;0.000114155;0.089630746;0.083170751;0.751698961;0.389179781;0.040613932;0.042241958;0.114183304
2756;0.000115142;7.15E-05;8.81E-05;0.000114155;0.012416492;0.072395792;0.724006599;0.38986694;0;0.092741491;0.134518254
2757;0.0001088;8.64E-05;5.87E-05;0.000114155;0;0.094328781;0.679170177;0.390554098;0;0.139785805;0.186814816
2758;0.000113028;0.00010136;3.76E-05;0.000114155;0;0.139698087;0.659372367;0.391260344;0;0.176455892;0.201989309
2759;0.000115641;0.000117977;2.35E-05;0.000114155;0;0.131878558;0.589269166;0.391947503;0;0.214719723;0.216980444
2760;0.000103343;0.000132931;9.40E-06;0.000114155;0;0.141359542;0.462338529;0.392634661;0;0.259592982;0.233332274
2761;7.51E-05;0.00014124;5.87E-06;0.000114155;0;0.176176604;0.302285173;0.393321819;0;0.29012544;0.249304372
2762;5.40E-05;0.000152871;2.35E-06;0.000114155;0;0.222102698;0.252369419;0.394008978;0;0.328249689;0.265533117
2763;3.64E-05;0.000157856;1.17E-06;0.000114155;0;0.217387818;0.271079051;0.394696136;0;0.385538202;0.279009562
2764;3.21E-05;0.000164503;1.41E-05;0.000114155;0;0.214272033;0.323076383;0.395383294;0;0.323217842;0.287376538
2765;3.07E-05;0.000167826;3.76E-05;0.000114155;0;0.179140943;0.329967004;0.396070453;0;0.328912788;0.285795651
2766;3.32E-05;0.000162841;9.40E-05;0.000114155;0.002074845;0.139838398;0.221559955;0.396757611;0;0.330149676;0.289563211
2767;3.71E-05;0.000149548;0.0001821;0.000114155;0.046933516;0.094560405;0.113001966;0.39744477;0.001360392;0.331836517;0.291912225
2768;4.85E-05;0.000129608;0.000158603;0.000114155;0.124530159;0.054447176;0.090157259;0.398122384;0.035024107;0.298595251;0.27274621
2769;7.11E-05;0.000106345;0.000146855;0.000114155;0.176293263;0.049184417;0.044766217;0.398809543;0.047774129;0.274672575;0.275712778
2770;9.22E-05;8.81E-05;0.000164478;0.000114155;0.205102748;0.059974967;0.059572452;0.399496701;0.047381331;0.223213537;0.251185727
