{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Solar;SFH_RENO;MFH_RENO
3547;0.000129361;0;0.000117484;0.000114155;0.098140184;0.268563309;0.178734906;0.701197403;0.190146607;0;0.123641367
3548;0.00011568;0;8.81E-05;0.000114155;0.035935121;0.200991528;0.181809885;0.701101965;0.094891179;-0.003269322;0.135452215
3549;0.000102843;0;5.87E-05;0.000114155;0.002490672;0.155867208;0.200365066;0.700977895;0;-0.017959478;0.239384045
3550;9.52E-05;0;3.76E-05;0.000114155;0;0.14136177;0.220633249;0.700853824;0;0.020958399;0.275590161
3551;0.000110415;0;2.35E-05;0.000114155;0;0.150081068;0.243642937;0.700729754;0;0.060618191;0.246722505
3552;9.72E-05;2.66E-05;9.40E-06;0.000114155;0;0.136894103;0.321012356;0.700624771;0;0.107225762;0.259983729
3553;7.02E-05;5.48E-05;5.87E-06;0.000114155;0;0.147000918;0.26151362;0.700500701;0;0.14189955;0.272430295
3554;5.16E-05;8.47E-05;2.35E-06;0.000114155;0;0.134626863;0.247153187;0.700577052;0;0.16905414;0.284024414
3555;3.87E-05;0.00010136;1.17E-06;0.000114155;0;0.12878059;0.249034681;0.701006526;0;0.192487601;0.294814095
3556;3.12E-05;0.000112992;1.41E-05;0.000114155;0;0.136980962;0.145735046;0.701426456;0;0.247180805;0.304462127
3557;2.56E-05;0.000112992;3.76E-05;0.000114155;0.000837654;0.136943101;0.158034962;0.701846386;0;0.234759713;0.30734591
3558;1.88E-05;9.47E-05;9.40E-05;0.000114155;0.033731669;0.148497563;0.17654451;0.702266316;0.064652366;0.164298847;0.308332352
3559;1.75E-05;7.15E-05;0.0001821;0.000114155;0.111226285;0.189688733;0.336503089;0.70269579;0.216467299;0.094116934;0.313079198
3560;2.60E-05;4.49E-05;0.000158603;0.000114155;0.220568919;0.159069852;0.570201488;0.703115721;0.315620718;0.041047447;0.335326723
3561;4.14E-05;1.66E-05;0.000146855;0.000114155;0.304138888;0.191243285;0.667954928;0.703535651;0.370857103;0.030333813;0.324325786
3562;5.52E-05;0;0.000164478;0.000114155;0.355993731;0.273095563;0.747493682;0.703955581;0.361071296;0;0.327771569
3563;7.25E-05;0;0.000187974;0.000114155;0.390733672;0.308943796;0.783508846;0.704385055;0.34695853;0;0.298330743
3564;8.34E-05;0;0.000206772;0.000114155;0.428278942;0.346959047;0.894762707;0.704804985;0.349489123;0;0.308948621
3565;8.59E-05;0;0.000187974;0.000114155;0.407852004;0.424590872;0.927067537;0.705224915;0.321321954;0;0.277531372
3566;7.66E-05;0;0.000190324;0.000114155;0.356026311;0.498663709;0.92556515;0.705654389;0.288851535;0;0.220093282
3567;6.47E-05;0;0.000213821;0.000114155;0.258055887;0.580480352;0.925512496;0.706074319;0.228932437;0;0.163890311
3568;5.94E-05;0;0.00022322;0.000114155;0.180879357;0.645363961;0.907561078;0.706494249;0.179942158;0;0.128098575
3569;5.74E-05;0;0.00022322;0.000114155;0.102011228;0.63000775;0.918095338;0.706914179;0.118863303;0;0.003572921
3570;6.36E-05;0;0.000164478;0.000114155;0.049477345;0.545318082;0.902748526;0.707343653;0.066391326;0;0
3571;6.99E-05;0;0.000117484;0.000114155;0.023117378;0.508746025;0.857290789;0.707763583;0.048844783;0;0
3572;6.89E-05;0;8.81E-05;0.000114155;0.008737499;0.397219178;0.748497613;0.708164426;0.024670585;0;0
3573;6.15E-05;0;5.87E-05;0.000114155;0.00290907;0.450492646;0.431665965;0.708584356;0;-0.026396687;0.046265231
3574;6.06E-05;1.33E-05;3.76E-05;0.000114155;0;0.452096195;0.386246841;0.709004286;0;-0.014581173;0.163753637
3575;7.82E-05;3.49E-05;2.35E-05;0.000114155;0;0.45428994;0.156813395;0.709424216;0;0.007500591;0.115180044
3576;6.30E-05;5.82E-05;9.40E-06;0.000114155;0;0.407490802;0.181978377;0.70985369;0;0.053848986;0.130372329
3577;4.03E-05;6.31E-05;5.87E-06;0.000114155;0;0.307594142;0.632192502;0.71027362;0;0.089973804;0.149684279
3578;2.46E-05;6.98E-05;2.35E-06;0.000114155;0;0.251238296;0.621265094;0.71069355;0;0.117908376;0.168431787
3579;1.55E-05;7.31E-05;1.17E-06;0.000114155;0;0.240011225;0.493218197;0.711113481;0;0.140955561;0.185132538
3580;1.11E-05;7.48E-05;1.41E-05;0.000114155;0;0.229073683;0.37808551;0.711542955;0;0.155158186;0.201199757
3581;1.23E-05;7.31E-05;3.76E-05;0.000114155;0.000813648;0.202548307;0.315511794;0.711962885;0;0.149676348;0.205523897
3582;1.85E-05;6.31E-05;9.40E-05;0.000114155;0.033551621;0.177218911;0.322297108;0.712382815;0;0.083927182;0.2011302
3583;3.61E-05;5.15E-05;0.0001821;0.000114155;0.139126953;0.150468593;0.319176495;0.712802745;0.009594962;0.010041402;0.200127339
3584;5.81E-05;3.32E-05;0.000158603;0.000114155;0.307448352;0.146800474;0.309088037;0.713232219;0.073001435;0;0.223727737
3585;8.55E-05;1.99E-05;0.000146855;0.000114155;0.455086458;0.178036276;0.257375035;0.713652149;0.04924443;0;0.218876534
3586;0.000102613;3.32E-06;0.000164478;0.000114155;0.478593083;0.213073826;0.227155293;0.714072079;0.100555462;0;0.167198492
3587;0.000112182;0;0.000187974;0.000114155;0.507586046;0.293086476;0.201225077;0.714501553;0.103661939;0;0.141008548
3588;0.000115949;0;0.000206772;0.000114155;0.490512298;0.295451711;0.182353974;0.714921483;0.036012295;0;0.007714926
3589;0.000112644;0;0.000187974;0.000114155;0.421999534;0.281162306;0.172742909;0.715341413;0.032381152;0;0
3590;0.000104227;0;0.000190324;0.000114155;0.442657105;0.264561117;0.164876439;0.715761343;0.017085011;0;0
3591;0.000100807;0;0.000213821;0.000114155;0.408903144;0.240142627;0.169917158;0.716190817;0.005175989;0;0
3592;9.20E-05;0;0.00022322;0.000114155;0.406607096;0.218601616;0.229893288;0.716582116;0;0;0
3593;8.95E-05;0;0.00022322;0.000114155;0.31401841;0.172374856;0.238230132;0.71701159;0;0;0
3594;9.38E-05;0;0.000164478;0.000114155;0.230187799;0.123613598;0.332757652;0.71743152;0;0;0
3595;9.40E-05;8.31E-06;0.000117484;0.000114155;0.127003683;0.094362188;0.434951559;0.71785145;0;0;0
3596;8.36E-05;2.16E-05;8.81E-05;0.000114155;0.045003567;0.045505163;0.505932322;0.71827138;0;0;0
3597;7.33E-05;2.33E-05;5.87E-05;0.000114155;0.004775574;0.022612271;0.398269447;0.718700854;0;-0.065450446;0
3598;6.67E-05;3.82E-05;3.76E-05;0.000114155;0;0.016690274;0.248539736;0.719120784;0;-0.027082648;0
3599;8.51E-05;5.48E-05;2.35E-05;0.000114155;0;0.017512093;0.204552794;0.719540715;0;-0.030553372;0
3600;7.56E-05;6.98E-05;9.40E-06;0.000114155;0;0.036621055;0.304472058;0.719970189;0;0.019243304;0
3601;5.20E-05;8.31E-05;5.87E-06;0.000114155;0;0.155860527;0.355791912;0.720390119;0;0.040431358;0
3602;3.33E-05;9.97E-05;2.35E-06;0.000114155;0;0.343959074;0.406564167;0.720810049;0;0.061212159;0
3603;2.10E-05;0.000108007;1.17E-06;0.000114155;0;0.435595229;0.363008986;0.721229979;0;0.080117903;0.035616778
3604;1.48E-05;0.000114653;1.41E-05;0.000114155;0;0.497318509;0.329391323;0.721659453;0;0.096132222;0.138654178
3605;1.39E-05;0.000112992;3.76E-05;0.000114155;0.000480987;0.528371685;0.341512216;0.722079383;0;0.087512472;0.128957876
3606;9.84E-06;8.64E-05;9.40E-05;0.000114155;0.019767617;0.53941613;0.544036085;0.722499313;0.047921496;0.006501693;0.048837941
3607;1.54E-05;5.65E-05;0.0001821;0.000114155;0.065084983;0.499334082;0.713510952;0.722919243;0.172646481;0;0
3608;3.11E-05;1.99E-05;0.000158603;0.000114155;0.128090834;0.451739851;0.706813395;0.723348717;0.242583915;0;0
3609;5.28E-05;0;0.000146855;0.000114155;0.222160205;0.399328291;0.787598287;0.723768647;0.338165041;0;0
3610;7.44E-05;0;0.000164478;0.000114155;0.255646666;0.486521278;0.874835018;0.724188577;0.32679201;0;0
3611;8.27E-05;0;0.000187974;0.000114155;0.255043074;0.600157237;0.906701067;0.724608508;0.234615596;0;0
3612;8.57E-05;0;0.000206772;0.000114155;0.23424918;0.625751664;0.897918422;0.72500935;0.055492992;0;0
3613;8.60E-05;0;0.000187974;0.000114155;0.189885215;0.664902763;0.916059393;0.72542928;0.032681769;0;0
3614;7.18E-05;0;0.000190324;0.000114155;0.167868705;0.666156649;0.918362117;0.725858754;0.030093094;0;0
3615;6.70E-05;0;0.000213821;0.000114155;0.145084846;0.695552824;0.932178461;0.726278684;0.027980649;0;0
3616;6.43E-05;0;0.00022322;0.000114155;0.133959559;0.73371284;0.928250491;0.726698614;0.027450729;0;0
3617;7.24E-05;0;0.00022322;0.000114155;0.09939538;0.7404767;0.940711879;0.727128088;0.018169048;0;0
3618;7.68E-05;0;0.000164478;0.000114155;0.057720997;0.691550632;0.926091688;0.727548018;0.016531742;0;0
3619;7.77E-05;0;0.000117484;0.000114155;0.032267274;0.674002904;0.873399326;0.727967949;0.002819471;0;0
3620;6.87E-05;3.32E-06;8.81E-05;0.000114155;0.008097041;0.657570979;0.41741435;0.728387879;0;0;0
3621;6.20E-05;2.16E-05;5.87E-05;0.000114155;0.00110344;0.603319792;0.19662665;0.728817353;0;-0.042407159;0
3622;5.49E-05;4.32E-05;3.76E-05;0.000114155;0;0.521739227;0.182346953;0.729237283;0;-0.053643936;0
3623;7.00E-05;6.48E-05;2.35E-05;0.000114155;0;0.459677419;0.169773238;0.729657213;0;0.015028642;0
3624;6.04E-05;8.64E-05;9.40E-06;0.000114155;0;0.391230368;0.281237714;0.730077143;0;0.095131115;0
3625;4.10E-05;9.47E-05;5.87E-06;0.000114155;0;0.307609732;0.202759056;0.654871476;0;0.183879817;0
3626;2.52E-05;0.000103022;2.35E-06;0.000114155;0;0.204926905;0.567386268;0.655405933;0;0.071450188;0
3627;1.43E-05;0.000108007;1.17E-06;0.000114155;0;0.140359551;0.502643218;0.655911758;0;0.085081038;0
3628;8.38E-06;0.000109668;1.41E-05;0.000114155;0;0.087061585;0.417888234;0.656417583;0;0.096133557;0
3629;6.53E-06;0.000106345;3.76E-05;0.000114155;0.001280917;0.077645188;0.366771974;0.656932951;0;0.098567546;0
3630;1.42E-06;9.14E-05;9.40E-05;0.000114155;0.033307269;0.057738907;0.234238978;0.657438776;0.0433871;0.053705961;0
3631;3.54E-06;8.64E-05;0.0001821;0.000114155;0.111135403;0.04021345;0.10729781;0.657944601;0;0.042808023;0
3632;1.50E-05;8.47E-05;0.000158603;0.000114155;0.209645116;0.024808242;0.075691519;0.65845997;0;0.030246689;0
3633;3.26E-05;6.81E-05;0.000146855;0.000114155;0.284734797;0.020719192;0.11081859;0.658984883;0.038938092;0.040811114;0
3634;5.39E-05;6.65E-05;0.000164478;0.000114155;0.375680755;0.019632342;0.11614715;0.659500251;0;0.013703201;0
3635;6.45E-05;6.48E-05;0.000187974;0.000114155;0.516447007;0.023685758;0.19381845;0.660006076;0;0;0
3636;7.56E-05;4.15E-05;0.000206772;0.000114155;0.568377299;0.035828189;0.302695872;0.660511901;0.165406675;0;0
3637;7.79E-05;1.83E-05;0.000187974;0.000114155;0.638774572;0.063994976;0.395352429;0.66102727;0.251670783;0;0
3638;6.67E-05;0;0.000190324;0.000114155;0.600588845;0.067037265;0.389669334;0.661533095;0.226537898;0;0
3639;5.78E-05;0;0.000213821;0.000114155;0.535491858;0.072504922;0.399311991;0.66203892;0.277972336;0;0
3640;5.76E-05;0;0.00022322;0.000114155;0.452165384;0.080531577;0.636882196;0.662573376;0.476223297;0;0
3641;5.45E-05;0;0.00022322;0.000114155;0.362790993;0.110417725;0.674319012;0.663079201;0.254574609;0;0
3642;6.26E-05;0;0.000164478;0.000114155;0.217421499;0.166960651;0.395678882;0.66359457;0.050451398;0;0
3643;7.02E-05;0;0.000117484;0.000114155;0.114371991;0.181125335;0.359905925;0.664100395;0;0;0
3644;7.15E-05;0;8.81E-05;0.000114155;0.038750737;0.145613402;0.293200646;0.66460622;0;0;0
3645;6.79E-05;1.33E-05;5.87E-05;0.000114155;0.003510947;0.176143197;0.212419264;0.665112045;0;-0.024333225;0
3646;6.54E-05;1.99E-05;3.76E-05;0.000114155;0;0.294676662;0.203380371;0.665627414;0;0.00918035;0
3647;7.52E-05;2.82E-05;2.35E-05;0.000114155;0;0.458670747;0.275793316;0.66616187;0;0.041696499;0
3648;6.01E-05;3.66E-05;9.40E-06;0.000114155;0;0.485238439;0.627794159;0.666667695;0;0.081674761;0
3649;3.67E-05;4.49E-05;5.87E-06;0.000114155;0;0.502020027;0.942603903;0.66717352;0;0.113392671;0
3650;2.27E-05;5.32E-05;2.35E-06;0.000114155;0;0.557349155;0.943839511;0.667679345;0;0.192391828;0
3651;1.46E-05;5.65E-05;1.17E-06;0.000114155;0;0.60790327;0.944710053;0.668194714;0;0.100569725;0
3652;1.29E-05;5.98E-05;1.41E-05;0.000114155;0;0.637317262;0.943800899;0.668700539;0;0.092610834;0
3653;1.90E-05;5.98E-05;3.76E-05;0.000114155;4.46E-05;0.618442152;0.94312342;0.669206363;0;0.091480408;0
3654;3.14E-05;5.15E-05;9.40E-05;0.000114155;0.006597494;0.725993532;0.939820275;0.669721732;0;0.033593923;0
3655;6.79E-05;4.49E-05;0.0001821;0.000114155;0.03513862;0.765447524;0.941880792;0.670246645;0;-0.006224985;0
3656;0.00010392;4.15E-05;0.000158603;0.000114155;0.079620903;0.786164489;0.944541561;0.670762014;0;0;0
3657;0.000125134;3.66E-05;0.000146855;0.000114155;0.104708527;0.793984018;0.946556445;0.671267839;0;0.018759317;0
3658;0.000140468;3.16E-05;0.000164478;0.000114155;0.137921485;0.777877257;0.953573434;0.671773664;0;0;0
3659;0.000147232;2.66E-05;0.000187974;0.000114155;0.205876099;0.75243205;0.928899888;0.672289032;0.001150146;0;0
3660;0.000153766;1.83E-05;0.000206772;0.000114155;0.233405524;0.744539024;0.815708368;0.672794857;0.001936975;0;0
3661;0.000149615;9.97E-06;0.000187974;0.000114155;0.191059817;0.73382197;0.700273799;0.673300682;0.006298675;0;0
3662;0.000146233;6.65E-06;0.000190324;0.000114155;0.162508402;0.784839333;0.708077085;0.673835139;0.000829125;0;0
3663;0.000140007;4.98E-06;0.000213821;0.000114155;0.15511698;0.798703352;0.692853131;0.674340964;0.00083847;0;0
3664;0.000132398;3.32E-06;0.00022322;0.000114155;0.125834225;0.811805685;0.68244875;0.674846788;0.002542106;0;0
3665;0.000134012;1.16E-05;0.00022322;0.000114155;0.111288873;0.812876945;0.673051811;0.675362157;0;0;0
3666;0.000138431;8.31E-06;0.000164478;0.000114155;0.107765066;0.718260862;0.750431761;0.675867982;0;0;0
3667;0.000130899;1.16E-05;0.000117484;0.000114155;0.074462083;0.639163571;0.91811289;0.676373807;0;0;0
3668;0.000116756;1.66E-05;8.81E-05;0.000114155;0.027434257;0.606622658;0.949164561;0.676889176;0;0;0
3669;0.000101345;2.33E-05;5.87E-05;0.000114155;0.001924805;0.609611496;0.955377703;0.677414089;0;-0.037386424;0
3670;9.12E-05;3.49E-05;3.76E-05;0.000114155;0;0.641021015;0.952081578;0.677929457;0;-0.032225237;0
3671;0.000103305;4.65E-05;2.35E-05;0.000114155;0;0.634580093;0.945541983;0.678435282;0;0.026338586;0
3672;8.52E-05;6.15E-05;9.40E-06;0.000114155;0;0.607800821;0.932048582;0.678941107;0;0.075585982;0
3673;5.95E-05;6.98E-05;5.87E-06;0.000114155;0;0.58530659;0.931430778;0.679456476;0;0.115605372;0
3674;4.67E-05;7.48E-05;2.35E-06;0.000114155;0;0.581691923;0.898360713;0.679962301;0;0.150604294;0
3675;3.64E-05;7.98E-05;1.17E-06;0.000114155;0;0.549754568;0.902116681;0.680468126;0;0.238334627;0
3676;3.35E-05;8.31E-05;1.41E-05;0.000114155;0;0.444463746;0.866786015;0.681002582;0;0.239598755;0
3677;3.25E-05;7.98E-05;3.76E-05;0.000114155;0.000793071;0.335193005;0.833596602;0.681508407;0;0.106681455;0
3678;3.87E-05;7.15E-05;9.40E-05;0.000114155;0.029262178;0.325186413;0.852046476;0.682023776;0;0.069901168;0
3679;6.95E-05;5.65E-05;0.0001821;0.000114155;0.112941891;0.335357814;0.811927829;0.682529601;0.039952234;-0.004955808;0
3680;0.000105803;3.99E-05;0.000158603;0.000114155;0.258506008;0.347070405;0.802004353;0.683035426;0.076594373;0.048130544;0
3681;0.00012671;2.33E-05;0.000146855;0.000114155;0.416141096;0.381201504;0.717403819;0.683541251;0.117775782;0.086690011;0
3682;0.000139162;9.97E-06;0.000164478;0.000114155;0.475812619;0.39652208;0.550768745;0.68405662;0.090262556;0.081695208;0
3683;0.000143658;1.66E-06;0.000187974;0.000114155;0.439150445;0.34106155;0.411169615;0.684591076;0.028415617;0.049608073;0
3684;0.000151882;0;0.000206772;0.000114155;0.443645658;0.323135206;0.319832912;0.685096901;0.041853364;0.043684467;0
3685;0.000141237;0;0.000187974;0.000114155;0.469407177;0.309059607;0.306111345;0.685602726;0.025072193;0.006815659;0
3686;0.000146425;0;0.000190324;0.000114155;0.435535756;0.269356175;0.183789666;0.686108551;0.014904265;0;0
3687;0.000147847;0;0.000213821;0.000114155;0.409935423;0.18823663;0.258161331;0.68662392;0.002290142;0;0
3688;0.000146233;0;0.00022322;0.000114155;0.355016324;0.142631246;0.244060657;0.687129744;0;0;0
3689;0.000129784;4.98E-06;0.00022322;0.000114155;0.294939264;0.091803191;0.194573154;0.687635569;0;0;0
3690;0.000138278;1.50E-05;0.000164478;0.000114155;0.225611994;0.057226662;0.173336142;0.688150938;0;0;0
3691;0.000129746;2.33E-05;0.000117484;0.000114155;0.134506564;0.040745739;0.153920949;0.688675851;0;0;0
3692;0.000117179;3.16E-05;8.81E-05;0.000114155;0.051892568;0.026485287;0.149554198;0.68919122;0;0;0
3693;0.000101883;3.82E-05;5.87E-05;0.000114155;0.006702951;0.021968624;0.119952261;0.689697045;0;0.025179335;0
3694;8.97E-05;5.82E-05;3.76E-05;0.000114155;0;0.018164649;0.087405223;0.690202869;0;0.054713732;0
3695;0.000106533;7.81E-05;2.35E-05;0.000114155;0;0.016552191;0.054844145;0.690708694;0;0.083465061;0
3696;8.89E-05;9.80E-05;9.40E-06;0.000114155;0;0.018126787;0.026372508;0.691224063;0;0.045546007;0
3697;6.50E-05;0.000117977;5.87E-06;0.000114155;0;0.032429555;0.008347374;0.691729888;0;0.084529417;0
3698;4.69E-05;0.00014124;2.35E-06;0.000114155;0;0.036019724;0.003173266;0.692264345;0;0.091752658;0
3699;3.69E-05;0.000152871;1.17E-06;0.000114155;0;0.040554204;0.009112609;0.692770169;0;0.092677072;0
3700;3.30E-05;0.000161179;1.41E-05;0.000114155;0;0.033587674;0.016638585;0.693275994;0;0.09362783;0
3701;3.90E-05;0.000159518;3.76E-05;0.000114155;0.001600717;0.037587638;0.011615417;0.693791363;0;0.091961349;0
3702;4.42E-05;0.00014124;9.40E-05;0.000114155;0.039633833;0.050251223;0.012191098;0.694297188;0.080932953;0.02545304;0
3703;7.83E-05;0.000116315;0.0001821;0.000114155;0.14456099;0.060271178;0.015603061;0.694803013;0.345666131;-0.010038646;0
3704;0.000113566;8.64E-05;0.000158603;0.000114155;0.305050276;0.030071002;0.017161612;0.695318382;0.552903625;0;0
3705;0.000138508;5.48E-05;0.000146855;0.000114155;0.473388823;0.012801668;0.011597866;0.695843294;0.69685187;0.010139409;0
3706;0.000151075;2.99E-05;0.000164478;0.000114155;0.607783071;0.014409671;0.017849621;0.696358663;0.770582108;0;0
3707;0.000157916;4.98E-06;0.000187974;0.000114155;0.696654183;0.021839449;0.020327857;0.696864488;0.636917903;0;0
3708;0.000165756;4.98E-06;0.000206772;0.000114155;0.756203102;0.020979769;0.036759337;0.697370313;0.164813497;0;0
3709;0.000158147;1.16E-05;0.000187974;0.000114155;0.788428365;0.028044294;0.086471497;0.697885682;0.052697012;0;0
3710;0.000156379;1.83E-05;0.000190324;0.000114155;0.777111884;0.033503042;0.14522957;0.698391507;0.057327926;0;0
3711;0.000155764;2.49E-05;0.000213821;0.000114155;0.715536133;0.03592841;0.184604044;0.698897332;0.048403915;0;0
3712;0.00014973;3.49E-05;0.00022322;0.000114155;0.619029247;0.03557652;0.160134092;0.699431788;0.031979371;0;0
3713;0.000145772;4.65E-05;0.00022322;0.000114155;0.487050222;0.034932874;0.21600674;0.699937613;0.026446166;0;0
3714;0.000149231;5.98E-05;0.000164478;0.000114155;0.322370948;0.0329418;0.257069643;0.700452982;0.00230265;0;0
3715;0.000143543;7.64E-05;0.000117484;0.000114155;0.159265813;0.037990753;0.314704437;0.700958807;0;0;0
3716;0.000130092;9.14E-05;8.81E-05;0.000114155;0.049918035;0.060101914;0.282690958;0.701464632;0;0;0
3717;0.000116717;0.000106345;5.87E-05;0.000114155;0.005985329;0.099602676;0.314718478;0.701970457;0;-0.02728753;0
3718;0.000104727;0.000106345;3.76E-05;0.000114155;0;0.144076667;0.275691519;0.702485825;0;-0.02820557;0
3719;0.00011199;0.000108007;2.35E-05;0.000114155;0;0.193428121;0.281472901;0.703020282;0;-0.02323534;0
3720;9.65E-05;0.000108007;9.40E-06;0.000114155;0;0.188833507;0.269401151;0.703526107;0;0.016288657;0
3721;6.79E-05;9.97E-05;5.87E-06;0.000114155;0;0.194797819;0.269288823;0.704031932;0;0.037055417;0
3722;5.39E-05;8.81E-05;2.35E-06;0.000114155;0;0.232850932;0.292684639;0.704537757;0;0.056223922;0
3723;4.13E-05;8.47E-05;1.17E-06;0.000114155;0;0.268469769;0.199666526;0.705053125;0;0.084964395;0
3724;4.02E-05;8.64E-05;1.41E-05;0.000114155;0;0.26815574;0.163998877;0.70555895;0;0.100513349;0
3725;4.21E-05;9.47E-05;3.76E-05;0.000114155;0.001878507;0.313841302;0.182125807;0.706064775;0;0.098913948;0
3726;5.11E-05;7.48E-05;9.40E-05;0.000114155;0.038938502;0.317794496;0.098346672;0.706599232;0;0.031407135;0
3727;8.28E-05;6.65E-05;0.0001821;0.000114155;0.132141069;0.279823788;0.093007582;0.707105057;0;0;0
3728;0.000120599;6.48E-05;0.000158603;0.000114155;0.282860577;0.149811583;0.154005195;0.707620425;0;0;0
3729;0.000139584;5.65E-05;0.000146855;0.000114155;0.438313648;0.051957221;0.26461317;0.70812625;0;0;0
3730;0.000158531;4.65E-05;0.000164478;0.000114155;0.569537327;0.026892856;0.161738276;0.708632075;0;0;0
3731;0.000161567;3.82E-05;0.000187974;0.000114155;0.668887266;0.036278073;0.144931199;0.7091379;0;0;0
3732;0.000173135;3.32E-05;0.000206772;0.000114155;0.727399619;0.06252951;0.109446083;0.709653269;0;0;0
3733;0.000167217;2.99E-05;0.000187974;0.000114155;0.748102631;0.083471417;0.062851025;0.710159094;0;0;0
3734;0.000160914;2.66E-05;0.000190324;0.000114155;0.730719371;0.130813979;0.013398624;0.71069355;0;0;0
3735;0.000151921;2.33E-05;0.000213821;0.000114155;0.65251485;0.14505216;0.312285875;0.711199375;0;0;0
3736;0.000146809;2.16E-05;0.00022322;0.000114155;0.438255347;0.174098672;0.214542965;0.7117052;0;0;0
3737;0.000151921;2.16E-05;0.00022322;0.000114155;0.148805849;0.23275071;0.137829963;0.712220569;0;0;0
3738;0.000147655;2.33E-05;0.000164478;0.000114155;0.056115135;0.211610587;0.140287138;0.712726394;0;0;0
3739;0.000141621;2.49E-05;0.000117484;0.000114155;0.023045359;0.157787013;0.376386549;0.713232219;0;0;0
3740;0.000124519;2.82E-05;8.81E-05;0.000114155;0.009107028;0.124027848;0.36769868;0.713747588;0;0;0
3741;0.000105342;3.32E-05;5.87E-05;0.000114155;0.003755299;0.098397787;0.552909997;0.7142725;0;0;0
3742;9.44E-05;3.99E-05;3.76E-05;0.000114155;0;0.090671798;0.720243611;0.714787869;0;0;0
3743;0.000107647;4.98E-05;2.35E-05;0.000114155;0;0.103371017;0.58891112;0.715293694;0;-0.002050221;0
3744;9.48E-05;5.65E-05;9.40E-06;0.000114155;0;0.124985524;0.537233221;0.715799519;0;-0.033503176;0
3745;6.74E-05;6.48E-05;5.87E-06;0.000114155;0;0.098248568;0.535572873;0.716314888;0;-0.034960629;0
3746;5.30E-05;7.81E-05;2.35E-06;0.000114155;0;0.098008036;0.491771974;0.716820713;0;-0.001990717;0
3747;4.13E-05;8.64E-05;1.17E-06;0.000114155;0;0.105914424;0.692642516;0.717326538;0;0.02277388;0
3748;3.85E-05;9.47E-05;1.41E-05;0.000114155;0;0.14541964;0.65000702;0.717860994;0;0.04162964;0
3749;4.00E-05;8.97E-05;3.76E-05;0.000114155;0.000582157;0.148341663;0.659526818;0.718366819;0;0.031826791;0
3750;4.98E-05;8.14E-05;9.40E-05;0.000114155;0.022476919;0.144562187;0.587226201;0.718882188;0;0;0
3751;7.87E-05;7.64E-05;0.0001821;0.000114155;0.101546531;0.110368727;0.333013901;0.719388013;0;0;0
3752;0.000116026;6.98E-05;0.000158603;0.000114155;0.233224618;0.079061656;0.208238557;0.719893838;0;0;0
3753;0.000136894;6.15E-05;0.000146855;0.000114155;0.381432878;0.066950406;0.171079051;0.720399663;0;0;0
3754;0.000152843;5.48E-05;0.000164478;0.000114155;0.542180234;0.051522926;0.172167228;0.720915031;0.009137869;0;0
3755;0.000157609;4.82E-05;0.000187974;0.000114155;0.687303661;0.050050779;0.132915614;0.721439944;0.003352701;0;0
3756;0.000161836;4.32E-05;0.000206772;0.000114155;0.772442625;0.051400433;0.141066414;0.721955313;0.003417888;0;0
3757;0.000153727;3.82E-05;0.000187974;0.000114155;0.803878246;0.053110885;0.211264392;0.722461138;0.003495123;0;0
3758;0.000151383;3.49E-05;0.000190324;0.000114155;0.791341722;0.059193237;0.240424038;0.722966963;0.003580732;0;0
3759;0.00014704;3.32E-05;0.000213821;0.000114155;0.734478957;0.060489439;0.293021623;0.723482331;0.003582824;0;0
3760;0.000140238;3.32E-05;0.00022322;0.000114155;0.640902575;0.061001684;0.480925302;0.723988156;0.010741384;0;0
3761;0.000136971;3.32E-05;0.00022322;0.000114155;0.509907815;0.064957105;0.597669194;0.724493981;0;0;0
3762;0.00013578;3.66E-05;0.000164478;0.000114155;0.341919078;0.083326652;0.717516147;0.725028438;0;0;0
3763;0.000126671;4.15E-05;0.000117484;0.000114155;0.170797495;0.099393324;0.792207245;0.725534263;0;0;0
3764;0.000111337;4.82E-05;8.81E-05;0.000114155;0.053663045;0.106021327;0.736334597;0.726049631;0;0;0
3765;9.61E-05;5.48E-05;5.87E-05;0.000114155;0.005981899;0.105905515;0.583691379;0.726555456;0;-0.031949074;0
3766;8.52E-05;6.65E-05;3.76E-05;0.000114155;0;0.103161664;0.422964055;0.727061281;0;-0.025494968;0
3767;0.00010292;7.98E-05;2.35E-05;0.000114155;0;0.10494784;0.321637181;0.727567106;0;-0.035976362;0
3768;9.53E-05;9.31E-05;9.40E-06;0.000114155;0;0.149343881;0.249052233;0.728082475;0;0.004078051;0
3769;6.77E-05;9.97E-05;5.87E-06;0.000114155;0;0.1648894;0.240768043;0.7285883;0;0.049888776;0
3770;5.10E-05;0.000108007;2.35E-06;0.000114155;0;0.100344318;0.219924179;0.729122756;0;0.08217015;0
3771;3.88E-05;0.000116315;1.17E-06;0.000114155;0;0.071781098;0.161759337;0.729628581;0;0.109053521;0
3772;2.89E-05;0.000116315;1.41E-05;0.000114155;0;0.063384736;0.137349059;0.730134406;0;0.129447413;0
3773;2.59E-05;0.000114653;3.76E-05;0.000114155;0.001861359;0.076455889;0.098325611;0.730649775;0;0.136539573;0
